DateTime,CLOSE
2014-02-14,3002.928
2014-02-17,3044.691
2014-02-18,3024.971
2014-02-19,3042.601
2014-02-20,3005.346
2014-02-21,2984.666
2014-02-24,2955.74
2014-02-25,2860.967
2014-02-26,2873.723
2014-02-27,2846.489
2014-02-28,2877.257
2014-03-03,2915.714
2014-03-04,2912.228
2014-03-05,2895.412
2014-03-06,2901.321
2014-03-07,2893.162
2014-03-10,2792.686
2014-03-11,2797.95
2014-03-12,2799.262
2014-03-13,2834.672
2014-03-14,2819.057
2014-03-17,2863.736
2014-03-18,2869.029
2014-03-19,2856.785
2014-03-20,2795.262
2014-03-21,2866.001
2014-03-24,2884.39
2014-03-25,2883.674
2014-03-26,2887.804
2014-03-27,2851.409
2014-03-28,2815.035
2014-03-31,2801.243
2014-04-01,2834.97
2014-04-02,2841.915
2014-04-03,2831.165
2014-04-04,2860.838
2014-04-08,2906.994
2014-04-09,2922.666
2014-04-10,2951.853
2014-04-11,2943.269
2014-04-14,2952.683
2014-04-15,2918.775
2014-04-16,2921.631
2014-04-17,2916.663
2014-04-18,2922.43
2014-04-21,2876.058
2014-04-22,2871.326
2014-04-23,2864.562
2014-04-24,2848.013
2014-04-25,2803.587
2014-04-28,2737.388
2014-04-29,2770.012
2014-04-30,2782.726
2014-05-05,2795.583
2014-05-06,2805.43
2014-05-07,2768.451
2014-05-08,2768.014
2014-05-09,2752.848
2014-05-12,2814.106
2014-05-13,2809.571
2014-05-14,2807.937
2014-05-15,2763.497
2014-05-16,2760.306
2014-05-19,2734.654
2014-05-20,2740.789
2014-05-21,2765.505
2014-05-22,2763.344
2014-05-23,2789.855
2014-05-26,2812.252
2014-05-27,2801.61
2014-05-28,2833.387
2014-05-29,2807.799
2014-05-30,2812.155
2014-06-03,2805.939
2014-06-04,2781.954
2014-06-05,2814.325
2014-06-06,2800.262
2014-06-09,2791.165
2014-06-10,2826.066
2014-06-11,2834.224
2014-06-12,2827.937
2014-06-13,2858.132
2014-06-16,2877.473
2014-06-17,2850.275
2014-06-18,2834.033
2014-06-19,2773.126
2014-06-20,2793.449
2014-06-23,2806.457
2014-06-24,2823.209
2014-06-25,2809.014
2014-06-26,2839.676
2014-06-27,2851.294
2014-06-30,2875.344
2014-07-01,2884.265
2014-07-02,2897.535
2014-07-03,2914.799
2014-07-04,2911.076
2014-07-07,2909.615
2014-07-08,2923.688
2014-07-09,2880.613
2014-07-10,2876.897
2014-07-11,2892.868
2014-07-14,2927.797
2014-07-15,2925.128
2014-07-16,2907.06
2014-07-17,2890.516
2014-07-18,2897.002
2014-07-21,2894.517
2014-07-22,2931.31
2014-07-23,2919.56
2014-07-24,2938.45
2014-07-25,2967.133
2014-07-28,3035.288
2014-07-29,3057.031
2014-07-30,3058.965
2014-07-31,3089.054
2014-08-01,3058.653
2014-08-04,3111.217
2014-08-05,3118.932
2014-08-06,3122.618
2014-08-07,3086.341
2014-08-08,3100.805
2014-08-11,3146.767
2014-08-12,3150.046
2014-08-13,3151.462
2014-08-14,3129.168
2014-08-15,3162.779
2014-08-18,3196.869
2014-08-19,3203.565
2014-08-20,3197.243
2014-08-21,3192.984
2014-08-22,3212.504
2014-08-25,3186.192
2014-08-26,3143.266
2014-08-27,3153.167
2014-08-28,3128.228
2014-08-29,3163.416
2014-09-01,3204.555
2014-09-02,3249.981
2014-09-03,3277.319
2014-09-04,3304.756
2014-09-05,3326.792
2014-09-09,3336.276
2014-09-10,3337.427
2014-09-11,3330.679
2014-09-12,3361.658
2014-09-15,3379.947
2014-09-16,3289.848
2014-09-17,3311.88
2014-09-18,3329.809
